client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Age,Cluster
C0345,1,Stephanie,Hall,1969-09-15,0,9,27,0,4,1,2,57,1
C0346,1,Amy,Nelson,1963-06-02,0,9,8,0,5,0,0,63,1
C0347,1,Mark,Reyes,1992-05-24,1,9,53,0,3,1,2,34,1
C0348,1,Jack,Pierce,1982-02-13,1,9,11,1,5,1,0,44,0
C0349,1,Paul,Jackson,1975-06-26,1,9,1,0,2,1,0,51,1
C0350,1,Richard,Jones,1992-12-11,1,9,1,0,2,0,0,34,1
C0351,1,Michelle,Watson,1961-12-27,0,9,37,0,5,0,0,65,1
C0352,1,Judith,Williams,1977-06-22,0,9,25,1,3,0,0,49,0
C0353,1,Anna,Murray,1964-04-24,0,9,1,0,2,0,0,62,1
C0354,1,Kimberly,Turner,1998-10-23,0,9,8,0,4,0,2,28,1
C0355,1,Henry,Alexander,1951-10-16,1,6,2,1,1,0,2,75,0
C0356,1,Andrea,Kim,1976-06-06,0,9,15,0,3,0,2,50,1
C0357,1,Danielle,Griffin,1988-04-09,0,9,8,0,3,0,2,38,1
C0358,1,Katherine,Griffin,1978-09-26,0,0,26,0,3,1,0,48,2
C0359,1,Julie,Cooper,1951-03-10,0,9,8,1,1,0,0,75,0
C0360,1,Laura,Baker,1948-09-09,0,9,48,0,2,1,0,78,1
C0361,1,Nicholas,Miller,1958-09-08,1,8,12,0,1,1,2,68,1
C0362,1,Betty,Moore,2000-09-06,0,9,48,0,4,0,2,26,1
C0363,1,Christine,Edwards,1959-01-25,0,9,48,1,2,0,1,67,0
C0364,1,George,Gray,1944-03-02,1,9,47,0,2,0,2,82,1
C0365,1,Brandon,Morales,1962-02-11,1,9,11,1,5,0,0,64,0
C0366,1,Keith,Long,1983-04-26,1,9,8,0,4,0,2,43,1
C0367,1,Samuel,Collins,1964-11-25,1,9,8,1,4,0,0,62,0
C0368,1,Betty,Scott,1992-08-11,0,9,8,0,4,1,0,34,1
C0369,1,Helen,Murray,1954-10-01,0,9,48,0,2,1,0,72,1
C0370,1,Michelle,Brooks,1957-09-23,0,7,21,0,1,0,2,69,1
C0371,1,Ryan,Moore,1970-03-15,1,1,52,1,3,0,0,56,2
C0372,1,Teresa,Nelson,1952-04-22,0,1,13,1,1,0,0,74,2
C0373,1,Karen,Morales,1993-01-27,0,9,15,0,2,0,0,33,1
C0374,1,Madison,Hughes,1993-11-07,0,0,26,1,4,1,0,33,2
C0375,1,Kyle,Thompson,1968-07-15,1,9,8,1,4,0,2,58,0
C0376,1,Shirley,Smith,1953-04-19,0,9,8,0,3,0,2,73,1
C0377,1,Charles,Patterson,1998-05-14,1,9,53,0,4,0,2,28,1
C0378,1,Heather,Anderson,1957-11-28,0,9,8,1,3,1,2,69,0
C0379,0,Optima,Co,1977-04-22,1,9,8,1,2,1,1,49,0
C0380,1,Evelyn,Chavez,1973-09-13,0,9,8,0,3,1,2,53,1
C0381,1,David,Gray,1961-01-08,1,9,8,0,5,1,0,65,1
C0382,1,Nicholas,Garcia,1975-08-08,1,9,8,1,1,1,0,51,0
C0383,0,Novex,Co,1985-11-09,0,6,23,1,3,0,0,41,0
C0384,1,Amy,Stewart,1944-03-22,0,9,8,0,3,1,2,82,1
C0385,1,Douglas,Owens,1969-01-12,1,8,31,1,4,0,2,57,0
C0386,1,Carol,Stewart,1976-03-25,0,9,11,0,2,0,1,50,1
C0387,1,Jessica,Owens,1974-07-18,0,9,8,0,2,1,2,52,1
C0388,1,Zachary,Cox,1995-09-24,1,9,8,0,4,0,0,31,1
C0389,1,Ronald,Stone,1954-11-18,1,9,11,0,3,0,2,72,1
C0390,1,Steven,Griffin,1942-04-23,1,2,40,1,2,0,2,84,2
C0391,1,Heather,Long,1966-11-12,0,9,8,0,5,0,0,60,1
C0392,1,Katherine,Adams,1977-06-14,0,9,1,0,2,1,2,49,1
C0393,1,Nicole,Allen,1988-06-08,0,9,1,0,4,0,0,38,1
C0394,1,Shirley,Foster,1954-11-24,0,9,11,0,3,1,2,72,1
C0395,1,Deborah,Chavez,1959-01-17,0,9,14,0,1,0,2,67,1
C0396,1,Charles,Allen,2000-04-17,1,9,25,0,5,0,0,26,1
C0397,1,Hannah,Williams,2000-09-18,0,9,8,0,5,0,2,26,1
C0398,1,Jennifer,Alexander,1948-12-22,0,9,47,0,1,1,0,78,1
C0399,1,Albert,Kim,1984-06-09,1,9,8,0,4,0,0,42,1
C0400,1,Brandon,Anderson,1959-11-25,1,9,8,0,4,0,0,67,1
C0401,1,Brian,Anderson,1969-07-21,1,9,1,0,5,1,2,57,1
C0402,1,Brenda,Garcia,1941-02-22,0,9,15,0,5,0,2,85,1
C0403,1,Jennifer,Adams,1963-03-25,0,0,26,0,1,0,2,63,2
C0404,1,Sara,Cook,1976-12-05,0,4,28,1,1,0,1,50,2
C0405,0,Horizon,Co,1969-12-25,1,9,11,0,1,0,0,57,0
C0406,1,Christine,Brown,1960-05-26,0,9,11,0,3,0,2,66,1
C0407,1,Lisa,Freeman,1982-04-23,0,9,8,0,2,0,1,44,1
C0408,1,Tyler,Rogers,1977-02-03,1,9,8,0,3,0,2,49,1
C0409,1,Timothy,Reyes,1972-09-18,1,9,25,0,1,1,2,54,1
C0410,1,Diane,Johnson,1982-07-13,0,7,42,0,5,1,0,44,1
C0411,1,Amanda,Moore,1983-05-09,0,9,8,0,2,0,2,43,1
C0412,1,Karen,Richardson,1984-04-24,0,8,43,0,5,0,2,42,1
C0413,1,Brandon,Smith,1940-07-11,1,2,5,0,3,0,2,86,2
C0414,1,Brandon,Reed,1962-12-07,1,9,8,0,4,0,2,64,1
C0415,1,Grace,Turner,1980-07-09,0,9,25,0,5,1,0,46,1
C0416,0,Bravada,Co,1981-07-28,1,5,30,1,5,1,1,45,0
C0417,1,Peter,Collins,1947-12-03,1,9,48,0,2,0,2,79,1
C0418,1,Douglas,Howard,1996-08-20,1,9,1,0,5,0,0,30,1
C0419,1,Jack,Hansen,1962-11-03,1,9,53,0,3,1,0,64,1
C0420,1,Debra,Reyes,1994-01-04,0,9,8,0,5,0,0,32,1
C0421,1,Zachary,Cox,1975-08-25,1,5,17,1,5,1,2,51,0
C0422,0,Telnox,Co,1973-11-13,0,9,8,0,1,1,1,53,0
C0423,1,Rachel,Sanders,1950-04-17,0,9,8,0,1,0,1,76,1
C0424,1,Sarah,Stewart,1998-12-04,0,9,14,0,1,0,2,28,1
C0425,1,Gerald,Wright,1965-03-11,1,9,25,0,2,0,0,61,1
C0426,1,Julie,Brown,1953-10-07,0,9,37,0,4,1,1,73,1
C0427,1,Sarah,Peterson,1994-09-06,0,9,8,0,4,1,2,32,1
C0428,1,Gloria,Rogers,1962-07-20,0,9,37,0,3,0,0,64,1
C0429,1,Danielle,Stone,1995-11-05,0,9,8,0,3,1,2,31,1
C0430,1,Roger,Wood,1974-10-05,1,9,25,0,2,0,0,52,1
C0431,1,Austin,King,1969-05-05,1,9,8,0,5,1,2,57,1
C0432,0,Grandis,Co,1995-02-17,1,9,8,0,5,0,0,31,0
C0433,1,Ruth,Hughes,1969-03-03,0,9,8,1,2,1,2,57,0
C0434,1,Amanda,Sanders,1964-12-25,0,7,46,0,5,0,2,62,1
C0435,1,Sara,Richardson,1966-01-25,0,0,26,0,5,1,2,60,2
C0436,1,Brandon,Jones,1972-05-12,1,9,11,0,2,1,1,54,1
C0437,1,Danielle,James,1990-10-05,0,9,47,0,1,0,2,36,1
C0438,1,Gregory,Collins,1982-10-09,1,9,15,1,1,1,1,44,0
C0439,1,Larry,Thompson,1956-03-08,1,9,50,0,2,0,0,70,1
C0440,1,Lawrence,Parker,1960-07-13,1,9,8,1,1,0,0,66,0
C0441,1,Joan,Foster,1980-10-01,0,7,21,1,1,0,0,46,0
C0442,1,Sarah,Hansen,1975-04-14,0,9,11,0,3,1,2,51,1
C0443,1,Noah,Foster,1950-06-22,1,3,9,0,1,1,0,76,2
C0444,1,Jennifer,Martin,1941-03-15,0,9,8,0,2,0,2,85,1
C0445,1,Michelle,Evans,1995-11-12,0,9,8,0,2,1,2,31,1
C0446,1,Douglas,Thomas,1955-02-01,1,9,11,0,2,0,2,71,1
C0447,1,Patricia,Johnson,1956-06-27,0,9,27,0,2,0,2,70,1
C0448,1,Mark,White,1980-06-10,1,9,25,1,2,0,0,46,0
C0449,1,Jordan,King,1972-06-24,1,9,37,1,2,0,0,54,0
C0450,1,Matthew,Jackson,1992-02-19,1,6,33,0,3,0,2,34,1
C0451,1,Larry,Anderson,1985-09-20,1,2,0,1,5,1,1,41,2
C0452,1,Brandon,Adams,1967-10-17,1,9,53,0,3,0,2,59,1
C0453,1,Carl,Wood,1993-04-16,1,8,43,1,1,0,2,33,0
C0454,0,Altira,Co,1961-04-01,0,9,25,1,4,0,0,65,0
C0455,1,Karen,Williams,1963-02-01,0,9,8,0,1,0,0,63,1
C0456,1,Virginia,Brooks,1995-11-18,0,9,37,0,3,1,2,31,1
C0457,1,Kenneth,Hansen,1980-07-19,1,8,51,1,1,0,0,46,0
C0458,1,Thomas,Turner,1995-07-04,1,9,37,1,1,0,0,31,0
C0459,1,Steven,Johnson,1955-03-23,1,9,8,0,3,0,0,71,1
C0460,1,Amanda,Cox,1992-12-25,0,9,50,0,1,0,2,34,1
C0461,1,Jonathan,Peterson,1960-02-16,1,9,1,0,1,0,0,66,1
C0462,1,Eric,White,1943-10-22,1,0,49,0,2,0,0,83,2
C0463,1,Nicholas,Garcia,1970-06-13,1,9,8,0,5,0,1,56,1
C0464,1,Gregory,Turner,1974-12-11,1,9,14,0,5,0,2,52,1
C0465,1,George,Carter,1949-09-02,1,9,8,0,3,0,2,77,1
C0466,1,Patricia,Cox,1988-05-19,0,9,50,1,2,0,2,38,0
C0467,1,Rebecca,Chavez,1952-04-05,0,9,35,0,1,1,0,74,1
C0468,1,Raymond,Smith,1952-11-13,1,6,19,1,3,1,2,74,0
C0469,1,Adam,Foster,1997-03-23,1,9,8,0,2,0,2,29,1
C0470,1,Joan,Anderson,1963-02-17,0,9,37,0,1,0,0,63,1
C0471,1,Gary,Collins,1984-06-26,1,9,48,1,3,0,0,42,0
C0472,1,Edward,Moore,1951-10-04,1,9,8,0,4,0,2,75,1
C0473,1,Sharon,Price,1981-08-09,0,9,8,0,3,0,0,45,1
C0474,1,Gregory,Young,1995-12-08,1,9,25,0,1,0,2,31,1
C0475,1,William,Brooks,1946-08-18,1,1,52,1,2,1,0,80,2
C0476,1,Steven,Johnson,1997-04-05,1,9,14,0,3,0,0,29,1
C0477,1,Jesse,Stone,1984-02-01,1,9,8,1,4,1,2,42,0
C0478,1,Ashley,Garcia,1940-08-02,0,9,35,1,4,0,2,86,0
C0479,1,Virginia,Wright,1978-04-06,0,9,8,0,2,1,0,48,1
C0480,1,Scott,Bryant,1974-09-16,1,9,8,0,4,1,2,52,1
C0481,1,Sean,Williams,1976-12-12,1,9,1,0,3,0,0,50,1
C0482,1,Deborah,Brown,1980-10-08,0,9,27,1,3,1,0,46,0
C0483,1,Kevin,Jackson,1985-11-08,1,9,1,1,1,0,2,41,0
C0484,1,Janet,Wright,1989-04-19,0,9,47,1,3,0,2,37,0
C0485,1,Julia,Morales,1991-10-07,0,9,1,0,2,0,2,35,1
C0486,1,Billy,Carter,1999-09-16,1,9,8,1,2,1,2,27,0
C0487,1,Jessica,Williams,1991-10-23,0,9,53,0,5,0,2,35,1
C0488,1,Megan,Jackson,1979-05-11,0,9,8,1,4,0,0,47,0
C0489,1,Austin,Jordan,1950-06-08,1,5,4,1,2,0,2,76,0
C0490,1,Emily,Wright,1954-01-23,0,9,25,1,5,1,2,72,0
C0491,1,Noah,White,1941-08-05,1,9,53,0,2,0,2,85,1
C0492,1,Raymond,Price,2000-05-07,1,9,48,0,3,1,2,26,1
C0493,1,Tyler,Hughes,1954-07-06,1,9,11,0,3,0,2,72,1
C0494,1,Grace,Carter,1990-08-03,0,9,8,0,3,1,2,36,1
C0495,1,Jerry,Hall,1954-02-18,1,9,8,1,5,0,1,72,0
C0496,1,Billy,Reyes,1990-01-04,1,9,8,0,4,0,0,36,1
C0497,1,Emma,Stewart,1985-02-02,0,9,1,1,4,1,2,41,0
C0498,1,Nancy,Collins,1948-11-21,0,2,0,0,2,1,2,78,2
C0499,1,Lisa,Patterson,1946-02-10,0,9,11,0,3,1,0,80,1
C0500,1,Dennis,Howard,1977-03-15,1,9,8,0,4,1,2,49,1
C0501,1,Kenneth,Jackson,1995-11-12,1,9,25,1,5,1,0,31,0
C0502,1,Madison,Gray,1966-11-28,0,9,1,0,4,0,2,60,1
C0503,1,Keith,Peterson,1943-09-26,1,9,48,1,2,1,1,83,0
C0504,1,Jeffrey,Green,1992-01-14,1,9,48,0,2,0,2,34,1
C0505,1,Katherine,Wilson,1995-07-18,0,9,1,0,3,0,0,31,1
C0506,1,Albert,Stone,1967-07-04,1,9,8,0,5,0,0,59,1
C0507,1,Mark,Morales,1951-02-26,1,9,27,0,3,0,2,75,1
C0508,1,Grace,Weaver,1970-01-06,0,9,25,0,5,0,0,56,1
C0509,1,Aaron,Cook,1956-04-02,1,1,52,0,3,0,2,70,2
C0510,1,Samantha,Evans,1947-08-28,0,4,6,1,1,1,2,79,2
C0511,1,Christine,Parker,1954-07-20,0,8,12,0,2,0,2,72,1
C0512,1,Hannah,Flores,1945-06-27,0,9,1,0,1,0,1,81,1
C0513,1,Christian,Morales,1999-03-07,1,9,14,0,2,1,0,27,1
C0514,1,Rebecca,Evans,1977-08-17,0,9,37,0,1,1,2,49,1
C0515,1,Melissa,Patterson,1963-09-12,0,9,8,0,1,1,2,63,1
C0516,1,Lawrence,Nelson,1946-04-21,1,9,48,0,3,0,2,80,1
C0517,1,Harold,Thompson,1959-03-20,1,9,8,0,5,0,1,67,1
C0518,0,Lumina,Co,1962-05-22,0,9,27,0,3,0,2,64,0
C0519,1,Madison,Freeman,1975-10-04,0,9,1,1,3,0,0,51,0
C0520,1,Helen,White,1970-02-11,0,9,37,0,3,1,0,56,1
C0521,1,Stephanie,Allen,1967-04-02,0,2,5,0,3,0,2,59,2
C0522,1,Nicole,Campbell,1942-07-13,0,9,50,0,5,0,0,84,1
C0523,1,Cynthia,Hansen,1960-08-22,0,9,11,0,2,0,0,66,1
C0524,1,Harold,Thompson,1953-05-24,1,9,53,0,3,0,2,73,1
C0525,1,Frank,Gray,1950-06-12,1,9,1,0,4,1,0,76,1
C0526,1,Harold,Green,1968-02-28,1,5,3,0,5,0,2,58,2
C0527,1,Andrew,Baker,1979-07-19,1,9,8,0,2,0,2,47,1
C0528,1,Benjamin,Davis,2000-08-09,1,9,53,1,2,0,1,26,0
C0529,1,Paul,Jordan,1973-11-14,1,9,25,0,4,1,2,53,1
C0530,1,Patricia,Reed,1952-09-07,0,9,48,0,2,1,0,74,1
C0531,1,Emily,White,1976-09-19,0,9,8,0,1,0,2,50,1
C0532,1,Lauren,Moore,1979-08-12,0,1,13,0,2,0,2,47,2
C0533,1,Jeffrey,Williams,1963-09-06,1,9,25,1,1,0,0,63,0
C0534,1,Bryan,Miller,1958-02-21,1,9,8,1,1,0,0,68,0
C0535,1,Judith,Allen,1987-12-22,0,8,51,0,3,0,0,39,1
C0536,1,Brittany,Weaver,1956-03-14,0,9,1,1,5,1,2,70,0
C0537,1,Carl,Baker,1962-04-25,1,9,14,0,2,0,1,64,1
C0538,1,Richard,Pierce,1969-04-23,1,9,8,0,1,1,0,57,1
C0539,1,Lawrence,Bryant,1991-02-25,1,9,8,1,1,1,0,35,0
C0540,1,Anna,Long,1997-02-27,0,9,27,0,3,0,0,29,1
C0541,1,Anthony,Garcia,2000-03-22,1,8,31,0,3,0,0,26,1
C0542,0,Lumina,Co,1985-09-26,1,6,23,0,3,0,2,41,0
C0543,1,Joan,Parker,1947-07-23,0,9,47,0,2,1,2,79,1
C0544,1,Kevin,White,1974-10-16,1,9,48,0,2,0,2,52,1
C0545,1,Paul,Griffin,1942-08-04,1,9,11,0,1,1,0,84,1
C0546,1,Samuel,Flores,1967-12-23,1,2,22,0,4,0,1,59,2
C0547,1,Diane,Allen,1947-09-20,0,9,8,1,2,0,0,79,0
C0548,1,Christopher,Foster,1980-04-11,1,9,8,0,2,0,0,46,1
C0549,1,Daniel,Sanders,1972-10-15,1,9,14,0,4,0,2,54,1
C0550,0,Vertex,Co,1967-04-09,0,9,25,0,1,0,0,59,0
C0551,1,Billy,Freeman,1960-05-17,1,9,8,1,4,0,2,66,0
C0552,1,Kyle,Cook,1965-10-20,1,9,50,1,3,0,0,61,0
C0553,1,James,Bell,1978-11-26,1,9,1,0,3,0,2,48,1
C0554,1,Carl,Moore,1948-12-24,1,0,49,0,1,1,0,78,2
C0555,1,Aaron,Nelson,1971-04-23,1,9,8,1,4,1,0,55,0
C0556,1,Zachary,Sanders,1958-10-17,1,9,11,0,5,0,2,68,1
C0557,1,Judy,Griffin,1941-09-25,0,9,48,1,2,0,2,85,0
C0558,1,Cheryl,Wood,1974-10-23,0,3,29,0,3,0,2,52,2
C0559,0,Corvus,Co,1969-08-18,1,9,8,0,5,0,1,57,0
C0560,1,Janice,Nelson,1988-04-20,0,0,44,0,3,0,2,38,2
C0561,0,Bravada,Co,1962-11-20,0,9,1,1,3,0,2,64,0
C0562,1,Judy,Peterson,1940-11-23,0,9,48,1,5,1,2,86,0
C0563,1,William,Howard,1991-01-22,1,9,8,0,2,1,0,35,1
C0564,1,Scott,Adams,1952-09-02,1,9,47,0,1,0,0,74,1
C0565,1,Austin,Wood,1985-09-26,1,4,6,0,1,0,2,41,2
C0566,1,Janice,Miller,2000-12-09,0,9,37,1,4,1,0,26,0
C0567,1,Megan,Chavez,1953-10-07,0,7,42,1,2,1,0,73,0
C0568,1,Timothy,Wright,1953-09-04,1,9,8,0,3,0,2,73,1
C0569,1,Mary,Cook,1971-12-05,0,9,8,0,5,1,1,55,1
C0570,1,Hannah,Peterson,1965-06-03,0,4,34,0,5,1,2,61,2
C0571,1,Adam,Chavez,1966-07-03,1,9,8,0,3,0,2,60,1
C0572,1,Ann,Johnson,1993-11-12,0,9,8,1,5,0,2,33,0
C0573,0,Altira,Co,1977-04-24,1,9,15,0,4,1,0,49,0
C0574,1,Gerald,Cox,1968-09-15,1,9,8,0,2,0,0,58,1
C0575,1,Brian,Hansen,1966-01-21,1,9,8,1,2,0,2,60,0
C0576,1,Terry,Reyes,1959-02-24,1,5,16,0,1,0,1,67,2
C0577,1,Christopher,Miller,1989-05-18,1,9,1,0,3,0,2,37,1
C0578,1,Lauren,Rogers,1999-07-22,0,9,1,0,5,1,1,27,1
C0579,1,Christopher,Ward,1941-09-04,1,9,47,1,3,0,2,85,0
C0580,1,Heather,Watson,1948-11-01,0,9,8,0,2,1,1,78,1
C0581,1,Kimberly,Stewart,1957-12-21,0,9,8,1,5,1,2,69,0
C0582,1,Teresa,Pierce,1940-02-10,0,9,53,1,3,1,2,86,0
C0583,1,Kevin,Scott,1986-10-27,1,9,8,0,2,0,0,40,1
C0584,1,Janice,Taylor,1982-11-03,0,9,8,0,5,0,2,44,1
C0585,1,Anthony,Edwards,1961-02-07,1,9,11,0,3,0,0,65,1
C0586,1,Noah,Morales,1977-06-14,1,9,8,0,2,1,1,49,1
C0587,1,Pamela,Richardson,1992-11-24,0,9,27,0,4,0,2,34,1
C0588,1,Janice,White,1989-11-20,0,9,14,0,2,0,2,37,1
C0589,1,Christopher,Williams,1946-09-21,1,9,47,1,5,0,1,80,0
C0590,1,Arthur,Campbell,1966-09-16,1,8,43,1,2,0,2,60,0
C0591,1,Dorothy,Long,1968-09-03,0,9,25,0,1,0,2,58,1
C0592,1,Roger,Moore,1972-03-06,1,9,1,1,2,0,1,54,0
C0593,1,Elizabeth,Carter,1952-08-08,0,9,8,0,2,1,0,74,1
C0594,1,Diane,Patterson,1942-08-02,0,9,48,0,1,0,0,84,1
C0595,1,Anna,Murray,1966-10-06,0,9,48,0,3,0,0,60,1
C0596,1,Gerald,Phillips,1976-04-17,1,9,25,0,4,0,0,50,1
C0597,1,Peter,King,1986-02-17,1,8,31,0,2,1,2,40,1
C0598,1,Jacob,Gray,1949-06-24,1,9,11,1,4,0,2,77,0
C0599,1,Jennifer,Turner,1998-03-19,0,2,0,0,2,0,0,28,2
C0600,1,Thomas,King,1984-03-17,1,9,37,1,1,0,1,42,0
C0601,1,Lisa,Nelson,1972-10-16,0,9,8,0,4,0,2,54,1
C0602,1,Albert,Hayes,1984-03-24,1,5,3,0,4,0,0,42,2
C0603,1,Diane,Thompson,1994-01-07,0,9,27,0,4,1,0,32,1
C0604,1,Danielle,Montgomery,1998-09-17,0,1,52,0,1,0,0,28,2
C0605,1,Nathan,Flores,1974-06-28,1,9,48,0,4,1,0,52,1
C0606,1,Carolyn,Stone,1949-12-25,0,4,18,1,1,0,2,77,2
C0607,1,Daniel,Edwards,1962-09-14,1,9,8,0,1,0,0,64,1
C0608,1,Jerry,Adams,1956-06-14,1,9,8,0,4,0,0,70,1
C0609,1,Julia,Richardson,1961-05-22,0,9,53,0,4,0,0,65,1
C0610,1,Ann,Owens,1970-05-10,0,9,8,1,4,0,2,56,0
C0611,1,Jacob,Price,1950-12-06,1,9,8,0,4,0,0,76,1
C0612,1,Kevin,Wood,1960-01-26,1,9,14,0,4,0,0,66,1
C0613,1,Cynthia,Cox,1995-10-02,0,0,49,0,4,0,0,31,2
C0614,1,George,Bryant,1972-01-07,1,8,51,0,3,1,2,54,1
C0615,1,Jordan,King,1957-01-12,1,9,48,0,2,1,2,69,1
C0616,1,Julie,Brooks,1963-04-17,0,9,50,1,1,1,0,63,0
C0617,1,Carolyn,Evans,1986-10-07,0,9,35,0,5,1,2,40,1
C0618,1,Austin,Taylor,1968-05-11,1,9,47,0,3,0,0,58,1
C0619,1,Heather,Morales,1970-04-25,0,9,53,0,4,0,2,56,1
C0620,1,Sarah,Howard,1960-04-22,0,4,6,0,3,0,2,66,2
C0621,1,Jonathan,Turner,1982-02-13,1,5,3,1,3,1,0,44,0
C0622,1,Katherine,Ward,1987-10-09,0,9,53,1,2,0,1,39,0
C0623,1,Jonathan,Adams,1986-04-27,1,9,14,1,3,1,1,40,0
C0624,1,Carl,Jordan,2000-09-02,1,9,25,1,3,0,0,26,0
C0625,1,Deborah,Hayes,1983-07-08,0,1,13,1,2,1,0,43,2
C0626,1,Sara,Jones,1968-06-13,0,5,16,1,2,0,2,58,0
C0627,1,Katherine,Johnson,2000-11-07,0,9,1,0,3,0,0,26,1
C0628,1,Arthur,Campbell,1985-05-16,1,2,5,0,3,1,0,41,2
C0629,1,Maria,Richardson,1946-07-09,0,9,8,1,2,0,0,80,0
C0630,1,Stephen,Roberts,1965-07-28,1,9,8,0,2,0,2,61,1
C0631,1,Dorothy,Flores,1966-12-11,0,9,8,0,5,0,2,60,1
C0632,1,Thomas,Nelson,1948-05-16,1,8,31,0,4,0,2,78,1
C0633,1,Ann,Owens,1941-05-12,0,9,25,0,3,0,0,85,1
C0634,1,Justin,Ward,1980-11-17,1,9,53,1,4,1,2,46,0
C0635,1,Kimberly,King,1960-06-14,0,8,43,1,5,0,2,66,0
C0636,1,Kathleen,Rogers,1980-11-10,0,4,6,0,5,0,2,46,2
C0637,1,Catherine,Stone,1967-08-14,0,9,8,0,2,0,2,59,1
C0638,1,Jason,King,1975-02-04,1,9,35,0,5,1,2,51,1
C0639,1,Mark,Campbell,1961-03-03,1,8,43,0,3,1,2,65,1
C0640,1,Emily,Thompson,1967-03-01,0,9,48,0,3,0,0,59,1
C0641,0,Zynex,Co,1994-02-26,1,9,1,0,2,0,0,32,0
C0642,1,Julia,Reyes,1967-11-21,0,9,8,0,4,0,2,59,1
C0643,1,Samantha,Richardson,1974-05-05,0,9,8,0,5,0,2,52,1
C0644,1,Teresa,Johnson,1956-08-25,0,9,8,0,4,1,0,70,1
C0645,1,Arthur,Cox,1988-07-18,1,9,25,0,2,0,1,38,1
C0646,1,Cynthia,Campbell,1995-07-21,0,9,1,1,5,0,0,31,0
C0647,1,Victoria,Green,1946-02-06,0,9,8,0,4,0,0,80,1
C0648,1,Stephanie,Reed,1999-03-02,0,9,8,0,1,1,2,27,1
C0649,1,Patricia,Mitchell,1995-03-01,0,9,8,0,4,0,0,31,1
C0650,0,Polaris,Co,1976-02-19,1,4,34,0,3,1,1,50,2
C0651,0,Horizon,Co,1993-01-14,1,9,53,0,1,0,0,33,0
C0652,1,Heather,Johnson,1993-12-08,0,9,53,0,2,0,2,33,1
C0653,1,Gerald,Adams,1970-07-22,1,9,35,0,2,0,1,56,1
C0654,1,Eric,Griffin,1960-05-07,1,9,27,0,2,1,2,66,1
C0655,1,Patricia,King,1950-05-19,0,9,25,0,1,1,0,76,1
C0656,1,Amber,Allen,1977-02-08,0,9,11,0,5,0,1,49,1
C0657,1,Alexander,Allen,1956-09-26,1,9,8,0,2,0,0,70,1
C0658,1,Kelly,Green,1999-12-13,0,9,50,0,3,1,0,27,1
C0659,1,Sara,Foster,1988-10-06,0,9,8,0,4,1,0,38,1
C0660,1,Charles,Kim,1991-08-10,1,9,1,0,4,1,1,35,1
C0661,1,Deborah,Williams,1961-06-25,0,2,22,0,3,0,2,65,2
C0662,1,Stephanie,Kim,1957-08-25,0,9,8,1,3,0,2,69,0
C0663,1,Anthony,Flores,1958-02-02,1,9,8,0,2,1,0,68,1
C0664,1,Lawrence,Wood,1958-08-17,1,2,0,1,5,1,2,68,2
C0665,1,Robert,Adams,1959-08-27,1,9,11,1,1,0,0,67,0
C0666,1,Maria,Davis,1948-10-09,0,9,8,1,1,0,2,78,0
C0667,1,Anthony,Mitchell,1966-07-07,1,9,1,1,2,0,0,60,0
C0668,1,Margaret,Peterson,1978-11-15,0,4,18,1,4,1,2,48,2
C0669,1,Cheryl,Bell,1958-03-18,0,2,5,0,3,0,0,68,2
C0670,0,Altira,Co,1976-06-18,1,9,25,1,4,0,2,50,0
C0671,1,Jerry,Pierce,1941-12-09,1,9,11,0,4,1,1,85,1
C0672,1,Amber,Williams,1967-03-10,0,9,8,0,2,0,2,59,1
C0673,1,Janice,Hayes,1965-10-19,0,9,8,0,4,0,2,61,1
C0674,1,Judy,Turner,1986-05-26,0,9,8,1,4,0,2,40,0
C0675,1,Andrea,Wright,1969-12-23,0,9,47,0,5,0,2,57,1
C0676,1,Lisa,Davis,1942-06-12,0,9,25,0,2,0,0,84,1
C0677,1,Jerry,Miller,1981-09-02,1,9,1,1,2,0,0,45,0
C0678,1,Joseph,Watson,1972-10-19,1,9,8,0,4,1,2,54,1
C0679,1,Lisa,Patterson,1964-12-02,0,9,25,0,1,0,0,62,1
C0680,1,Andrew,Griffin,1965-04-16,1,9,48,1,2,0,0,61,0
C0681,0,Helios,Co,1977-04-25,0,9,8,0,3,0,0,49,0
C0682,1,Donald,Bennett,1973-06-12,1,9,8,0,5,0,2,53,1
C0683,1,Patrick,Jordan,1948-08-20,1,9,11,0,2,1,0,78,1
C0684,1,Donald,Miller,1985-10-05,1,9,8,0,1,0,0,41,1
C0685,1,Sharon,Hansen,1987-04-18,0,9,53,0,5,0,0,39,1
C0686,1,Michael,Howard,1963-11-17,1,9,8,0,1,1,2,63,1
C0687,1,Susan,Long,1959-01-03,0,9,48,0,3,1,2,67,1
C0688,1,Kathleen,Howard,1968-12-04,0,9,11,1,5,1,2,58,0
C0689,1,Ann,Williams,1998-04-17,0,9,8,0,4,0,2,28,1
C0690,1,Janet,Stewart,1985-09-09,0,9,37,0,4,1,0,41,1
C0691,1,Kenneth,Bell,1943-07-22,1,9,8,1,4,0,0,83,0
C0692,1,Adam,Roberts,1964-03-14,1,9,15,1,3,0,0,62,0
C0693,1,Jesse,Chavez,1957-04-28,1,9,8,1,5,1,0,69,0
